iter	Logloss
519	0.3727828071
520	0.3727091108
521	0.3726111457
522	0.3724971481
523	0.3723375956
524	0.372256408
525	0.3721647099
526	0.3720578257
527	0.3719869523
528	0.3718478684
529	0.3717575509
530	0.3716668629
531	0.3715859622
532	0.3714171564
533	0.3712976547
534	0.3711794535
535	0.3710797737
536	0.3710720426
537	0.3710124534
538	0.370912174
539	0.3708062998
540	0.3706748599
541	0.3706039211
542	0.3704845719
543	0.3703655207
544	0.3702653685
545	0.3701323809
546	0.3700195567
547	0.3699237969
548	0.3698427691
549	0.3697242664
550	0.3696250625
551	0.3695146434
552	0.3693721553
553	0.3692288099
554	0.3690403275
555	0.3689686076
556	0.3688466245
557	0.368779424
558	0.3686785852
559	0.3685797555
560	0.3685176232
561	0.3684470912
562	0.3683622742
563	0.3682735225
564	0.3682323528
565	0.3681509944
566	0.3680360195
567	0.3679570443
568	0.3678465271
569	0.3677561297
570	0.3676660992
571	0.3675208137
572	0.3674468522
573	0.3673530215
574	0.3672383554
575	0.3671167138
576	0.367076783
577	0.3669917951
578	0.3668811217
579	0.366793133
580	0.3666804214
581	0.3665821112
582	0.3665349906
583	0.3663616071
584	0.3663366045
585	0.3662423088
586	0.3661491721
587	0.3660744367
588	0.3659488533
589	0.3659466807
590	0.3658666193
591	0.3657736497
592	0.3656295958
593	0.3655653781
594	0.3654412987
595	0.3653707995
596	0.3652773939
597	0.3652109673
598	0.3651755814
599	0.365058928
600	0.3649187796
601	0.3648240589
602	0.3647232492
603	0.3646229989
604	0.3645602708
605	0.3644001116
606	0.3643580991
607	0.364302786
608	0.3641805776
609	0.3640900276
610	0.3639967564
611	0.3638468352
612	0.3637261382
613	0.3636515881
614	0.3635847945
615	0.3635335286
616	0.3634217762
617	0.3633221799
618	0.3632379623
619	0.3631423078
620	0.363064844
621	0.3629502287
622	0.3628418877
623	0.3627715774
624	0.3626542664
625	0.3625027684
626	0.3624117824
627	0.3623430052
628	0.3622795723
629	0.3621984064
630	0.3621092733
631	0.3620319512
632	0.3620012919
633	0.3619455864
634	0.3618513162
635	0.3617818778
636	0.3616486649
637	0.3616028995
638	0.3615483493
639	0.3615106056
640	0.361435031
641	0.3613077945
642	0.361236209
643	0.3611008199
644	0.3610444387
645	0.3610002282
646	0.3608914112
647	0.3607715461
648	0.3607267107
649	0.3606638118
650	0.3606027476
651	0.3605256653
652	0.3604683867
653	0.3603723762
654	0.360326905
655	0.3602148401
656	0.3600704774
657	0.359965784
658	0.3598543331
659	0.3597146098
660	0.3595983887
661	0.3595612117
662	0.3594908069
663	0.3594871049
664	0.3593915849
665	0.3592859577
666	0.3591781398
667	0.3590944127
668	0.3589972287
669	0.358931071
670	0.3587832315
671	0.3587058876
672	0.3586748468
673	0.3585659463
674	0.3584546443
675	0.3583600253
676	0.3582767341
677	0.358226362
678	0.3581652723
679	0.3580596742
680	0.3580149296
681	0.3579242307
682	0.3578286779
683	0.3576733108
684	0.3575600324
685	0.3574924505
686	0.357434736
687	0.3573741949
688	0.3573333159
689	0.3573223514
690	0.3572413018
691	0.3571374185
692	0.3570289793
693	0.3569468689
694	0.356898306
695	0.3567815581
696	0.3567292495
697	0.3566515096
698	0.3565325128
699	0.356425338
700	0.3563442303
701	0.3562259492
702	0.356170331
703	0.3560308547
704	0.3559324355
705	0.3558559817
706	0.3557487815
707	0.3555946968
708	0.3555147734
709	0.3553944833
710	0.3552791523
711	0.3551938556
712	0.3550784229
713	0.354925657
714	0.35483979
715	0.3547318776
716	0.3546234276
717	0.3545062002
718	0.3544199916
719	0.3543069458
720	0.3541965303
721	0.3541322363
722	0.3540344892
723	0.3539060901
724	0.3538074893
725	0.3537055824
726	0.3536048381
727	0.3534856088
728	0.3534238071
729	0.3533372897
730	0.3532937731
731	0.3532433501
732	0.3531448074
733	0.3530384463
734	0.3530063484
735	0.3528947158
736	0.3527852631
737	0.3526939683
738	0.3525881086
739	0.352499753
740	0.3523653957
741	0.3522506423
742	0.3521385665
743	0.3520437331
744	0.3519759405
745	0.3518485442
746	0.3517410206
747	0.3516333516
748	0.3515331595
749	0.3514426059
750	0.3513204011
751	0.3512630826
752	0.351141906
753	0.3510330128
754	0.350976359
755	0.3508705175
756	0.3507413374
757	0.3506143842
758	0.3505778612
759	0.3504596311
760	0.3503867522
761	0.3502975718
762	0.3502026912
763	0.3500811332
764	0.3499615152
765	0.3499050213
766	0.3498670669
767	0.3497467659
768	0.3496250371
769	0.3495172482
770	0.3494275811
771	0.3493825567
772	0.3492538053
773	0.3492075711
774	0.3491010611
775	0.349021621
776	0.3488903736
777	0.348833353
778	0.3487464142
779	0.3486780621
780	0.3486249942
781	0.3485471235
782	0.3484417688
783	0.3483857327
784	0.3483091881
785	0.348228767
786	0.3481520117
787	0.3480692764
788	0.3480002267
789	0.3479320853
790	0.347883784
791	0.3477701605
792	0.3477257138
793	0.3476445589
794	0.3475360107
795	0.3474718693
796	0.3473748343
797	0.3473272923
798	0.3472272419
799	0.3471143886
800	0.347015003
801	0.3469068872
802	0.3468503752
803	0.3467687407
804	0.3466737111
805	0.3466264125
806	0.3464679173
807	0.3463644155
808	0.3462720962
809	0.3461442675
810	0.3460564532
811	0.3459739903
812	0.3459125301
813	0.3458427647
814	0.3458411662
815	0.3457919784
816	0.3457494064
817	0.3456739589
818	0.3455243174
819	0.3454008993
820	0.3453421166
821	0.3452896154
822	0.3451267969
823	0.3451235199
824	0.3450569952
825	0.3449591464
826	0.3448809378
827	0.3447826349
828	0.3446931966
829	0.3446578653
830	0.3445768447
831	0.3445128159
832	0.3444759333
833	0.3444016193
834	0.3443578266
835	0.3442801448
836	0.3441768319
837	0.3440752084
838	0.3439894249
839	0.3439539955
840	0.3438602193
841	0.3438208771
842	0.3437440164
843	0.3436396281
844	0.3435698555
845	0.3434985388
846	0.3434323265
847	0.3433366103
848	0.3432271285
849	0.3431696029
850	0.3430558632
851	0.3429857127
852	0.3429417964
853	0.3428755442
854	0.342834073
855	0.3427979715
856	0.3427326093
857	0.3426665352
858	0.3425774965
859	0.3424982307
860	0.3424064891
861	0.3422935595
862	0.3422020758
863	0.3421746427
864	0.3420753915
865	0.3420218186
866	0.3419128236
867	0.3417869241
868	0.3417282177
869	0.3416744051
870	0.3415825907
871	0.3415742275
872	0.3414877174
873	0.3413851674
874	0.3413289751
875	0.3412432934
876	0.3411427198
877	0.3410734994
878	0.340982339
879	0.3409383065
880	0.3408518074
881	0.3407623872
882	0.3407447851
883	0.340712313
884	0.3406295195
885	0.3405686006
886	0.3405449422
887	0.3404819089
888	0.3404542215
889	0.3403489903
890	0.3403044092
891	0.3402247765
892	0.3401165227
893	0.34005572
894	0.3399472591
895	0.339836542
896	0.3397522409
897	0.3396497309
898	0.3396067301
899	0.3395196388
900	0.339443908
901	0.3393582081
902	0.3392556981
903	0.3391892279
904	0.3391102346
905	0.3390629868
906	0.3389238993
907	0.3388754127
908	0.3388506608
909	0.3387231082
910	0.3386556607
911	0.3385635412
912	0.338491636
913	0.3384381866
914	0.338412868
915	0.3383715711
916	0.3383508192
917	0.3383132826
918	0.338226609
919	0.3381813267
920	0.3381410581
921	0.3380715942
922	0.3379956454
923	0.3379100436
924	0.3378716569
925	0.3378170413
926	0.3376964206
927	0.337619727
928	0.337601758
929	0.3375401197
930	0.3375047084
931	0.3374054064
932	0.3373636627
933	0.337291307
934	0.3371746645
935	0.3370727248
936	0.3370481764
937	0.3370017315
938	0.3368513707
939	0.336787658
940	0.3366780163
941	0.3366181001
942	0.3365372431
943	0.3364827946
944	0.3364063481
945	0.3363294293
946	0.3362176768
947	0.3360995738
948	0.3360951996
949	0.3360282535
950	0.3359464446
951	0.3358428882
952	0.3357711065
953	0.3357387361
954	0.3356374504
955	0.3355897122
956	0.3355011023
957	0.3354152025
958	0.3353855787
959	0.3353400094
960	0.3352800823
961	0.3351610602
962	0.3350818089
963	0.3350178818
964	0.3348924255
965	0.3348311579
966	0.3347388894
967	0.3347060176
968	0.3346224503
969	0.334539101
970	0.3344484202
971	0.3343411146
972	0.3343010748
973	0.3342038945
974	0.3341375333
975	0.33404258
976	0.3339155397
977	0.3338176509
978	0.3337425014
979	0.333636184
980	0.3335597411
981	0.3334616815
982	0.3334244428
983	0.3333554513
984	0.3332942018
985	0.3332040042
986	0.3330799938
987	0.3329709444
988	0.3328945051
989	0.3328608667
990	0.3328357987
991	0.3327466002
992	0.3327437737
993	0.3326608458
994	0.3326081521
995	0.3325067538
996	0.3324581001
997	0.3324446215
998	0.3323878624
999	0.3322987983
